department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
0.035807192042846214,0.21683244070390206,3,0,0,1,1.036372899643003,5.0,5,0,0,50,0
0.27850038255547055,0.09961744452945677,3,0,0,1,1.0300062200116955,4.0,4,1,0,50,1
0.27850038255547055,0.09961744452945677,1,1,1,2,1.0244197361374165,4.0,5,1,0,53,1
0.21606732976281562,0.027850038255547053,1,1,0,1,1.0216643135140795,3.0,4,0,0,61,0
0.27850038255547055,0.09961744452945677,1,1,0,1,1.023086504499594,4.0,7,0,0,51,0
0.27850038255547055,0.0038255547054322878,1,1,1,1,1.0216643135140795,1.0,5,0,0,48,0
0.27850038255547055,0.05080336648814078,1,1,0,1,1.0216643135140795,3.0,2,0,0,54,0
0.21606732976281562,0.028309104820198928,3,0,0,1,1.0279626687705774,3.0,3,1,0,59,1
0.27850038255547055,0.09961744452945677,3,1,0,1,1.036372899643003,5.0,14,1,0,47,0
0.14200459066564652,0.028309104820198928,3,0,0,1,1.025672181654003,5.0,4,1,0,70,0
0.14200459066564652,0.028309104820198928,1,1,0,1,1.0300062200116955,3.0,6,0,0,71,0
0.14200459066564652,0.09961744452945677,1,0,2,1,1.0268510382104494,5.0,8,1,0,71,0
0.14200459066564652,0.012853863810252487,1,1,1,2,1.0201438419719713,3.0,3,0,0,71,0
0.21606732976281562,0.05003825554705432,3,1,0,1,1.0398470444877075,5.0,14,1,0,97,1
0.10512624330527927,0.027850038255547053,3,1,1,2,1.023086504499594,3.0,6,0,0,83,0
0.27850038255547055,0.03182861514919663,1,1,1,1,1.0290127198813848,4.0,4,1,0,47,1
0.27850038255547055,0.21683244070390206,3,1,0,1,1.033497926406862,5.0,5,0,0,99,1
0.14200459066564652,0.028309104820198928,3,1,1,1,1.0318410731785599,5.0,8,1,0,70,0
0.21606732976281562,0.21683244070390206,1,0,0,1,1.0244197361374165,2.0,7,1,0,55,0
0.27850038255547055,0.21683244070390206,0,1,1,1,1.0148775609195386,0.0,1,0,0,53,0
0.21606732976281562,0.013312930374904362,3,1,0,1,1.0376284416540338,3.0,14,0,0,57,0
0.14200459066564652,0.21683244070390206,1,0,0,1,1.039325298658533,5.0,3,0,0,89,1
0.14506503442999236,0.21683244070390206,1,1,0,1,1.0318410731785599,5.0,5,1,0,78,1
0.21606732976281562,0.13465952563121653,1,1,0,1,1.0216643135140795,0.0,1,0,0,75,1
0.21606732976281562,0.21683244070390206,3,0,0,1,1.036372899643003,4.0,7,1,0,61,0
0.21606732976281562,0.13465952563121653,1,0,1,1,1.0318410731785599,5.0,10,0,0,65,0
0.21606732976281562,0.21683244070390206,1,1,1,1,1.0309476620973455,5.0,3,0,0,71,1
0.14200459066564652,0.02325937260902831,1,0,0,1,1.0201438419719713,5.0,2,1,0,69,1
0.21606732976281562,0.13465952563121653,3,0,0,4,1.0268510382104494,5.0,2,1,0,60,1
0.27850038255547055,0.09961744452945677,1,1,0,1,1.039325298658533,1.0,5,0,0,48,0
0.21606732976281562,0.021117061973986228,3,1,0,1,1.0342675820462848,3.0,5,1,0,63,1
0.14506503442999236,0.01928079571537873,1,1,1,1,1.0216643135140795,3.0,2,0,0,82,0
0.21606732976281562,0.041162968630451414,1,0,0,1,1.0268510382104494,5.0,9,1,0,62,0
0.21606732976281562,0.13465952563121653,3,1,0,1,1.0244197361374165,5.0,4,1,0,57,1
0.27850038255547055,0.034889058913542464,1,1,1,1,1.025672181654003,2.0,8,0,0,45,0
0.27850038255547055,0.21683244070390206,1,1,0,1,1.033497926406862,4.0,13,1,0,48,1
0.27850038255547055,0.09961744452945677,3,1,0,1,1.0300062200116955,3.0,4,1,0,52,0
0.27850038255547055,0.13465952563121653,1,1,0,1,1.0216643135140795,0.0,1,0,0,99,1
0.27850038255547055,0.012853863810252487,1,1,1,1,1.0318410731785599,3.0,3,1,0,47,0
0.27850038255547055,0.014078041315990818,0,0,0,1,1.0216643135140795,3.0,5,0,0,47,0
0.10512624330527927,0.027850038255547053,3,1,0,2,1.0244197361374165,4.0,8,1,0,84,0
0.27850038255547055,0.041162968630451414,3,1,0,1,1.0398470444877075,4.0,3,1,0,43,0
0.21606732976281562,0.13465952563121653,3,1,1,1,1.0398470444877075,3.0,14,1,0,58,1
0.14200459066564652,0.05003825554705432,1,1,0,1,1.0279626687705774,3.0,6,0,0,70,0
0.14200459066564652,0.021117061973986228,3,1,0,1,1.0376284416540338,4.0,14,1,0,68,0
0.21606732976281562,0.010711553175210406,1,1,1,1,1.023086504499594,5.0,2,1,0,59,0
0.10512624330527927,0.21683244070390206,3,1,0,1,1.0300062200116955,4.0,7,1,0,89,0
0.21606732976281562,0.09961744452945677,3,1,0,1,1.0326900734274052,5.0,10,1,0,58,1
0.27850038255547055,0.03182861514919663,1,1,0,1,1.036372899643003,1.0,14,0,0,50,0
0.21606732976281562,0.041162968630451414,1,1,0,1,1.023086504499594,5.0,3,0,0,67,1
0.14200459066564652,0.09961744452945677,3,0,1,1,1.0398470444877075,3.0,14,0,0,70,0
0.04529456771231829,0.13465952563121653,1,1,1,1,1.0201438419719713,4.0,2,1,0,60,0
0.21606732976281562,0.05080336648814078,1,1,0,1,1.0216643135140795,3.0,3,1,0,60,1
0.21606732976281562,0.0090283091048202,3,0,0,1,1.0318410731785599,5.0,9,0,0,60,0
0.27850038255547055,0.21683244070390206,1,1,0,4,1.0268510382104494,5.0,6,0,0,49,0
0.27850038255547055,0.012853863810252487,1,1,1,1,1.0216643135140795,0.0,1,1,0,48,1
0.14200459066564652,0.21683244070390206,2,0,0,1,1.0148775609195386,5.0,2,1,0,69,1
0.21606732976281562,0.09961744452945677,3,0,0,1,1.0279626687705774,4.0,3,1,0,59,0
0.21606732976281562,0.05003825554705432,1,0,0,1,1.0279626687705774,3.0,9,1,0,59,1
0.27850038255547055,0.03182861514919663,1,1,0,1,1.0268510382104494,4.0,7,1,0,56,1
0.21606732976281562,0.03182861514919663,1,1,1,1,1.0318410731785599,3.0,7,0,0,63,0
0.14506503442999236,0.028309104820198928,3,1,1,1,1.0268510382104494,1.0,3,0,0,77,0
0.14200459066564652,0.041162968630451414,3,1,0,1,1.0342675820462848,2.0,12,0,0,71,0
0.21606732976281562,0.013312930374904362,1,1,0,1,1.033497926406862,5.0,9,1,0,61,0
0.10512624330527927,0.025554705432287682,3,1,1,1,1.0279626687705774,5.0,7,1,0,83,0
0.035807192042846214,0.13465952563121653,1,1,1,1,1.023086504499594,3.0,7,0,0,65,1
0.14506503442999236,0.21683244070390206,1,1,0,1,1.0398470444877075,5.0,14,1,0,78,0
0.21606732976281562,0.041162968630451414,3,1,0,1,1.0382173674951385,3.0,6,0,1,76,1
0.14200459066564652,0.013925019127773526,1,1,0,2,1.0244197361374165,3.0,4,0,0,72,0
0.27850038255547055,0.03182861514919663,0,1,0,2,1.0148775609195386,1.0,2,0,0,51,0
0.04529456771231829,0.13465952563121653,1,0,0,1,1.018514411003984,2.0,2,1,1,60,1
0.27850038255547055,0.13465952563121653,3,1,1,1,1.0318410731785599,5.0,12,1,0,50,1
0.21606732976281562,0.21683244070390206,3,0,2,1,1.0290127198813848,4.0,2,0,0,63,0
0.21606732976281562,0.21683244070390206,3,0,1,1,1.0318410731785599,5.0,10,1,0,59,1
0.14506503442999236,0.013312930374904362,1,1,0,1,1.0244197361374165,4.0,2,0,0,82,0
0.10512624330527927,0.041162968630451414,1,1,1,1,1.0244197361374165,3.0,9,0,0,81,0
0.21606732976281562,0.13465952563121653,1,0,0,1,1.0216643135140795,0.0,1,1,0,55,0
0.14506503442999236,0.027850038255547053,3,0,1,1,1.023086504499594,4.0,4,1,0,94,1
0.14200459066564652,0.041162968630451414,3,1,0,2,1.0290127198813848,5.0,6,1,0,69,1
0.04529456771231829,0.05003825554705432,1,1,1,1,1.018514411003984,4.0,2,1,0,57,1
0.27850038255547055,0.05080336648814078,3,1,1,2,1.0268510382104494,4.0,3,0,0,62,1
0.21606732976281562,0.13465952563121653,3,1,0,1,1.0350017135372036,3.0,14,1,0,59,1
0.04529456771231829,0.21683244070390206,2,1,1,1,1.0148775609195386,0.0,1,1,0,61,0
0.21606732976281562,0.09961744452945677,1,1,1,1,1.0268510382104494,3.0,4,0,0,74,1
0.14200459066564652,0.05080336648814078,3,0,0,1,1.039325298658533,5.0,14,0,0,72,0
0.21606732976281562,0.13465952563121653,1,1,1,3,1.0279626687705774,3.0,5,1,0,63,1
0.14200459066564652,0.012853863810252487,3,1,0,2,1.0279626687705774,5.0,9,1,0,72,1
0.14506503442999236,0.034889058913542464,1,1,1,1,1.0216643135140795,5.0,4,1,0,81,1
0.27850038255547055,0.21683244070390206,0,1,1,1,1.0318410731785599,2.0,3,1,0,49,0
0.14200459066564652,0.05080336648814078,3,0,1,1,1.0318410731785599,5.0,2,1,0,68,1
0.14506503442999236,0.041162968630451414,1,0,0,1,1.0201438419719713,3.0,2,1,0,80,1
0.035807192042846214,0.21683244070390206,0,0,1,1,1.0201438419719713,2.0,5,0,0,49,0
0.14200459066564652,0.21683244070390206,3,0,1,1,1.0370141823248498,3.0,14,0,0,72,0
0.017750573833205815,0.09961744452945677,3,1,1,1,1.0300062200116955,4.0,10,0,0,82,0
0.14506503442999236,0.05080336648814078,1,1,0,2,1.0167637265782763,4.0,4,1,0,77,0
0.21606732976281562,0.21683244070390206,1,1,0,1,1.039325298658533,5.0,4,1,0,59,1
0.14506503442999236,0.21683244070390206,1,0,1,1,1.0300062200116955,4.0,8,0,0,86,0
0.21606732976281562,0.13465952563121653,1,1,1,1,1.0268510382104494,5.0,7,1,0,55,1
0.21606732976281562,0.13465952563121653,3,1,0,1,1.0326900734274052,5.0,5,0,0,59,0
0.14506503442999236,0.21683244070390206,1,1,1,1,1.0268510382104494,4.0,6,1,0,81,1
0.14506503442999236,0.05080336648814078,1,1,0,2,1.0290127198813848,5.0,7,1,0,78,0
0.10512624330527927,0.013618974751338945,1,1,1,1,1.0216643135140795,5.0,4,0,0,85,1
0.14200459066564652,0.21683244070390206,1,0,0,1,1.0290127198813848,5.0,9,1,0,69,1
0.035807192042846214,0.13465952563121653,1,1,1,1,1.0148775609195386,0.0,1,0,0,48,0
0.14506503442999236,0.09961744452945677,1,1,1,1,1.025672181654003,5.0,6,1,0,83,0
0.27850038255547055,0.041162968630451414,1,1,0,1,1.023086504499594,5.0,3,1,1,49,1
0.14200459066564652,0.05003825554705432,1,1,0,2,1.0300062200116955,5.0,4,1,0,68,1
0.27850038255547055,0.21683244070390206,1,1,0,1,1.036372899643003,3.0,7,1,0,52,1
0.27850038255547055,0.09961744452945677,3,1,1,1,1.0370141823248498,1.0,4,0,0,53,0
0.21606732976281562,0.09961744452945677,1,1,1,1,1.0268510382104494,3.0,2,1,0,57,0
0.27850038255547055,0.09961744452945677,1,0,1,1,1.0216643135140795,1.0,3,1,0,51,0
0.27850038255547055,0.21683244070390206,1,1,1,1,1.0342675820462848,5.0,11,1,0,51,1
0.27850038255547055,0.21683244070390206,1,1,2,1,1.0216643135140795,5.0,2,0,0,61,1
0.14506503442999236,0.21683244070390206,1,1,0,1,1.025672181654003,3.0,5,0,0,76,0
0.14200459066564652,0.09961744452945677,1,1,0,2,1.0268510382104494,3.0,3,1,0,70,0
0.14506503442999236,0.027850038255547053,3,1,0,1,1.0318410731785599,5.0,6,0,0,90,1
0.27850038255547055,0.09961744452945677,0,1,1,1,1.0300062200116955,4.0,2,1,0,50,0
0.14506503442999236,0.21683244070390206,1,1,0,1,1.0318410731785599,4.0,3,0,1,88,1
0.21606732976281562,0.09961744452945677,3,0,1,1,1.0300062200116955,4.0,4,0,0,57,0
0.27850038255547055,0.02325937260902831,3,1,1,1,1.0290127198813848,5.0,7,0,0,66,1
0.10512624330527927,0.0038255547054322878,1,1,0,3,1.0148775609195386,3.0,2,0,0,93,1
0.21606732976281562,0.21683244070390206,3,1,0,1,1.0318410731785599,5.0,6,0,0,79,1
0.14200459066564652,0.025554705432287682,3,0,1,1,1.0300062200116955,2.0,3,0,0,75,0
0.21606732976281562,0.21683244070390206,3,0,1,1,1.0387825110133526,3.0,7,1,0,58,1
0.27850038255547055,0.027850038255547053,0,1,0,1,1.0244197361374165,3.0,2,0,0,52,0
0.10512624330527927,0.21683244070390206,0,1,0,1,1.0167637265782763,3.0,7,0,0,84,0
0.21606732976281562,0.014078041315990818,1,1,0,1,1.0279626687705774,5.0,8,0,0,77,1
0.14200459066564652,0.21683244070390206,1,1,1,1,1.0387825110133526,3.0,14,1,0,75,1
0.21606732976281562,0.05003825554705432,1,1,0,1,1.0300062200116955,2.0,10,0,0,61,0
0.10512624330527927,0.13465952563121653,1,0,0,2,1.0201438419719713,1.0,2,1,0,83,0
0.27850038255547055,0.027850038255547053,3,1,1,1,1.0350017135372036,5.0,11,1,0,48,1
0.21606732976281562,0.21683244070390206,3,0,2,1,1.0290127198813848,5.0,8,1,0,60,1
0.10512624330527927,0.09961744452945677,0,1,1,1,1.0216643135140795,5.0,3,0,0,87,1
0.21606732976281562,0.014078041315990818,1,1,0,2,1.0268510382104494,3.0,9,1,0,62,1
0.14506503442999236,0.09961744452945677,1,1,0,1,1.0268510382104494,5.0,4,0,0,82,1
0.10512624330527927,0.13465952563121653,3,1,0,1,1.0279626687705774,4.0,9,0,0,86,0
0.21606732976281562,0.041162968630451414,1,0,0,1,1.0300062200116955,3.0,9,1,0,61,1
0.27850038255547055,0.013925019127773526,1,1,1,1,1.0216643135140795,0.0,1,1,0,48,1
0.14200459066564652,0.21683244070390206,2,1,0,1,1.0148775609195386,4.0,2,1,0,73,0
0.21606732976281562,0.21683244070390206,1,1,1,1,1.0309476620973455,5.0,8,1,0,89,1
0.21606732976281562,0.05003825554705432,1,0,0,2,1.0326900734274052,5.0,12,1,0,55,0
0.27850038255547055,0.13465952563121653,1,1,0,3,1.0148775609195386,2.0,2,0,0,48,0
0.14506503442999236,0.09961744452945677,1,1,0,1,1.0244197361374165,1.0,6,1,0,79,1
0.21606732976281562,0.21683244070390206,1,1,0,1,1.0309476620973455,5.0,7,0,1,79,1
0.14200459066564652,0.012853863810252487,1,1,0,1,1.0201438419719713,3.0,4,0,0,65,0
0.014384085692425401,0.13465952563121653,1,1,0,1,1.0326900734274052,5.0,6,1,0,59,0
0.21606732976281562,0.09961744452945677,3,0,1,1,1.0398470444877075,3.0,13,0,0,74,1
0.27850038255547055,0.027850038255547053,1,1,1,1,1.0216643135140795,4.0,5,0,0,51,0
0.21606732976281562,0.014078041315990818,1,1,1,1,1.023086504499594,3.0,5,1,1,56,1
0.035807192042846214,0.021117061973986228,1,1,0,1,1.0279626687705774,3.0,3,0,0,57,0
0.27850038255547055,0.01928079571537873,1,0,1,1,1.0216643135140795,3.0,4,1,0,51,0
0.27850038255547055,0.027850038255547053,3,0,0,1,1.025672181654003,4.0,7,1,0,48,1
0.10512624330527927,0.034889058913542464,1,1,0,1,1.023086504499594,5.0,3,1,0,85,1
0.14506503442999236,0.012853863810252487,3,1,0,1,1.0326900734274052,4.0,10,0,0,80,0
0.035807192042846214,0.21683244070390206,3,1,1,1,1.0350017135372036,5.0,4,0,0,63,1
0.14506503442999236,0.006732976281560827,1,1,1,1,1.0216643135140795,5.0,5,1,0,82,1
0.21606732976281562,0.014078041315990818,3,0,1,1,1.0350017135372036,5.0,12,0,0,73,1
0.14200459066564652,0.21683244070390206,1,1,1,1,1.0290127198813848,5.0,8,0,0,81,1
0.04529456771231829,0.09961744452945677,1,1,1,3,1.0216643135140795,3.0,1,0,0,55,0
0.14506503442999236,0.0033664881407804133,3,1,0,1,1.0398470444877075,2.0,14,0,0,89,1
0.04529456771231829,0.01928079571537873,1,1,1,2,1.025672181654003,3.0,9,1,0,63,1
0.21606732976281562,0.21683244070390206,1,0,0,1,1.0326900734274052,3.0,7,1,0,61,0
0.27850038255547055,0.011935730680948737,3,1,0,1,1.033497926406862,2.0,9,0,0,51,0
0.10512624330527927,0.21683244070390206,1,1,0,2,1.0148775609195386,5.0,3,1,0,85,1
0.10512624330527927,0.13465952563121653,1,1,0,2,1.018514411003984,3.0,3,1,0,86,0
0.27850038255547055,0.01928079571537873,1,1,1,1,1.0342675820462848,3.0,6,0,0,46,0
0.21606732976281562,0.03182861514919663,3,0,0,1,1.0309476620973455,2.0,6,0,0,56,0
0.21606732976281562,0.011935730680948737,1,1,1,2,1.0326900734274052,3.0,9,0,0,71,1
0.14200459066564652,0.013312930374904362,3,0,1,1,1.0290127198813848,5.0,8,1,0,70,1
0.14200459066564652,0.01928079571537873,1,0,1,1,1.033497926406862,5.0,4,1,0,67,1
0.27850038255547055,0.010711553175210406,1,1,1,1,1.018514411003984,5.0,3,1,0,50,0
0.27850038255547055,0.01928079571537873,3,1,1,1,1.0350017135372036,5.0,12,1,0,45,1
0.21606732976281562,0.006732976281560827,1,1,1,1,1.0148775609195386,0.0,1,0,0,58,0
0.21606732976281562,0.021117061973986228,1,1,1,2,1.0350017135372036,5.0,14,1,0,58,0
0.27850038255547055,0.03182861514919663,1,1,0,3,1.023086504499594,3.0,2,1,0,52,1
0.27850038255547055,0.13465952563121653,1,1,1,1,1.0387825110133526,3.0,9,0,0,50,0
0.10512624330527927,0.05003825554705432,1,1,0,1,1.0309476620973455,3.0,5,0,0,82,0
0.21606732976281562,0.21683244070390206,1,1,0,2,1.0398470444877075,4.0,3,1,1,59,1
0.14506503442999236,0.21683244070390206,1,1,1,1,1.0216643135140795,4.0,3,0,0,79,0
0.27850038255547055,0.21683244070390206,1,1,0,1,1.0148775609195386,0.0,1,1,0,48,1
0.21606732976281562,0.011629686304514155,1,0,0,1,1.0268510382104494,4.0,6,0,0,66,1
0.10512624330527927,0.01928079571537873,1,1,0,1,1.0148775609195386,3.0,2,0,0,83,0
